2024-09-27 17:24:24,1,24.01,860.82,67.65
2024-09-27 17:24:24,2,24.31,860.10,66.11
2024-09-27 17:24:25,1,24.02,860.85,67.65
2024-09-27 17:24:25,2,24.31,860.08,66.11
2024-09-27 17:24:26,1,24.02,860.84,67.65
2024-09-27 17:24:26,2,24.31,860.07,66.10
2024-09-27 17:24:27,1,24.02,860.86,67.65
2024-09-27 17:24:27,2,24.31,860.08,66.11
2024-09-27 17:24:28,1,24.02,860.87,67.65
2024-09-27 17:24:28,2,24.32,860.09,66.11
2024-09-27 17:24:29,1,24.01,860.82,67.64
2024-09-27 17:24:29,2,24.31,860.06,66.11
2024-09-27 17:24:30,1,24.02,860.83,67.65
2024-09-27 17:24:30,2,24.31,860.09,66.11
2024-09-27 17:24:31,1,24.02,860.83,67.65
2024-09-27 17:24:31,2,24.31,860.08,66.11
2024-09-27 17:24:32,1,24.02,860.83,67.65
2024-09-27 17:24:32,2,24.31,860.08,66.11
2024-09-27 17:24:33,1,24.02,860.86,67.64
2024-09-27 17:24:33,2,24.31,860.07,66.11
2024-09-27 17:24:34,1,24.02,860.86,67.64
2024-09-27 17:24:34,2,24.31,860.11,66.11
2024-09-27 17:24:35,1,24.02,860.86,67.64
2024-09-27 17:24:35,2,24.31,860.08,66.10
2024-09-27 17:24:36,1,24.02,860.85,67.64
2024-09-27 17:24:36,2,24.31,860.08,66.11
2024-09-27 17:24:37,1,24.01,860.86,67.64
2024-09-27 17:24:37,2,24.32,860.09,66.11
2024-09-27 17:24:38,1,24.02,860.83,67.64
2024-09-27 17:24:38,2,24.31,860.09,66.11
2024-09-27 17:24:39,1,24.02,860.82,67.64
2024-09-27 17:24:39,2,24.31,860.08,66.10
2024-09-27 17:24:40,1,24.02,860.85,67.64
2024-09-27 17:24:40,2,24.30,860.07,66.11
2024-09-27 17:24:41,1,24.02,860.82,67.64
2024-09-27 17:24:41,2,24.31,860.07,66.10
2024-09-27 17:24:42,1,24.02,860.87,67.63
2024-09-27 17:24:42,2,24.31,860.10,66.10
2024-09-27 17:24:43,1,24.02,860.83,67.64
2024-09-27 17:24:43,2,24.31,860.08,66.11
2024-09-27 17:24:44,1,24.03,860.84,67.64
2024-09-27 17:24:44,2,24.31,860.09,66.11
2024-09-27 17:24:45,1,24.02,860.80,67.64
