velocidad_aire,0,0.25,0.5,0.75,1,1.25,1.5
0.05,0.15,0.105,0.085,0.07,0.06,0.05,0.05
0.1,0.15,0.105,0.085,0.07,0.06,0.05,0.05
0.15,0.15,0.1,0.08,0.07,0.055,0.045,0.05
0.2,0.15,0.1,0.08,0.068,0.055,0.045,0.04
0.3,0.15,0.095,0.08,0.063,0.05,0.043,0.036
0.4,0.15,0.09,0.075,0.059,0.045,0.04,0.033
0.5,0.15,0.09,0.075,0.055,0.04,0.38,0.03
1,0.15,0.085,0.065,0.05,0.037,0.3,0.025
1.5,0.15,0.085,0.06,0.045,0.035,0.028,0.023
