velocidad_aire,0,0.25,0.5,0.75,1,1.25,1.5
0.05,0.12,0.09,0.07,0.045,0.035,0.03,0.03
0.1,0.12,0.09,0.07,0.132,0.045,0.035,0.03
0.15,0.12,0.09,0.07,0.13,0.045,0.035,0.03
0.2,0.12,0.09,0.07,0.12,0.04,0.035,0.03
0.3,0.12,0.086,0.066,0.115,0.038,0.033,0.028
0.4,0.12,0.083,0.063,0.11,0.036,0.031,0.026
0.5,0.12,0.08,0.06,0.105,0.035,0.03,0.025
1,0.12,0.075,0.055,0.09,0.03,0.025,0.02
1.5,0.12,0.075,0.05,0.035,0.025,0.02,0.02
