velocidad_aire,0,0.25,0.5,0.75,1,1.25,1.5
0.05,0.26,0.2,0.16,0.132,0.11,0.1,0.09
0.1,0.26,0.2,0.16,0.132,0.11,0.1,0.09
0.15,0.26,0.195,0.155,0.13,0.1075,0.095,0.085
0.2,0.26,0.192,0.151,0.12,0.105,0.09,0.08
0.3,0.26,0.185,0.145,0.115,0.1,0.083,0.073
0.4,0.26,0.185,0.14,0.11,0.095,0.077,0.067
0.5,0.26,0.185,0.13,0.105,0.09,0.07,0.06
1,0.26,0.16,0.12,0.09,0.07,0.06,0.05
1.5,0.26,0.155,0.11,0.08,0.065,0.05,0.048
